SMI_timestamp,Unity_timestamp,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,head_rot_w,gaze_l_x,gaze_l_y,gaze_l_z,gaze_r_x,gaze_r_y,gaze_r_z,session_idx,stimulus_deg
0,1.473507,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.499734,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.507973,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.91933,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.919535,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.919763,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.919983,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.920192,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.920416,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.920599,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.920831,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.92102,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.921236,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.921438,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.921594,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.922613,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.92278,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.922974,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,1.923294,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.00681,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.006879,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.048965,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.049198,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.049373,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.049637,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.049828,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.050076,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.050235,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.050485,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.050539,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.065583,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.065721,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.065772,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.082363,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.082418,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.099202,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.099332,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.099381,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.115928,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.116064,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.116114,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.132657,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.13281,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.132876,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.149282,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.149433,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.149487,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.165932,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.166059,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.166115,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.182384,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.182441,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.19955,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.199671,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.199718,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.21623,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.216356,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.216405,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.23289,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.233013,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.233061,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.249591,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.249714,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.249761,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.266222,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.266347,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.266394,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.282714,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.282778,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.299564,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.299686,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.299739,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.316248,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.316381,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.316429,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.332977,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.333117,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.349578,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.349708,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.366238,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.366358,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.382743,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.399646,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
0,2.399787,0,0,0,0,0.7071068,0,0.7071068,0,0,0,0,0,0,0,0
22967873072,2.416622,0,0,0,0,0.7071068,0,0.7071068,0.0385108,0.0058483,0.999241,-0.101714,-0.0601078,0.992996,0,0
22967885812,2.417368,0,0,0,0,0.7071068,0,0.7071068,0.027556,-0.00176242,0.999619,-0.101994,-0.0681482,0.992448,0,0
22967900808,2.433708,0,0,0,0,0.7071068,0,0.7071068,0.0406181,0.00660146,0.999153,-0.107679,-0.0610638,0.992309,0,0
22967940824,2.472397,0,0,0,0,0.7071068,0,0.7071068,0.0375666,0.00275,0.99929,-0.10767,-0.063059,0.992185,0,0
22967940824,2.472657,0,0,0,0,0.7071068,0,0.7071068,0.0375666,0.00275,0.99929,-0.10767,-0.063059,0.992185,0,0
22967940824,2.472793,0,0,0,0,0.7071068,0,0.7071068,0.0375666,0.00275,0.99929,-0.10767,-0.063059,0.992185,0,0
22967940824,2.472851,0,0,0,0,0.7071068,0,0.7071068,0.0375666,0.00275,0.99929,-0.10767,-0.063059,0.992185,0,0
22967955827,2.489015,0,0,0,0,0.7071068,0,0.7071068,0.033563,0.000242844,0.999437,-0.109316,-0.0632495,0.991993,0,0
22967955827,2.489153,0,0,0,0,0.7071068,0,0.7071068,0.033563,0.000242844,0.999437,-0.109316,-0.0632495,0.991993,0,0
22967970826,2.505724,0,0,0,0,0.7071068,0,0.7071068,0.0421619,0.00617323,0.999092,-0.111898,-0.0664596,0.991495,0,0
22967970826,2.505881,0,0,0,0,0.7071068,0,0.7071068,0.0421619,0.00617323,0.999092,-0.111898,-0.0664596,0.991495,0,0
22967985826,2.522191,0,0,0,0,0.7071068,0,0.7071068,0.0303833,0.00203424,0.999536,-0.110713,-0.0619844,0.991918,0,0
22968005841,2.539169,0,0,0,0,0.7071068,0,0.7071068,0.0371204,0.00575959,0.999294,-0.11061,-0.0682186,0.99152,0,0
22968005841,2.539388,0,0,0,0,0.7071068,0,0.7071068,0.0371204,0.00575959,0.999294,-0.11061,-0.0682186,0.99152,0,0
22968020833,2.555755,0,0,0,0,0.7071068,0,0.7071068,0.0367546,0.00407074,0.999316,-0.108487,-0.0698185,0.991643,0,0
22968020833,2.555906,0,0,0,0,0.7071068,0,0.7071068,0.0367546,0.00407074,0.999316,-0.108487,-0.0698185,0.991643,0,0
22968040842,2.572729,0,0,0,0,0.7071068,0,0.7071068,0.0437835,0.0137567,0.998946,-0.108542,-0.0654947,0.991932,0,0
22968080850,2.613991,0,0,0,0,0.7071068,0,0.7071068,0.025987,0.00279789,0.999658,-0.10784,-0.0650165,0.99204,0,0
22968080850,2.614315,0,0,0,0,0.7071068,0,0.7071068,0.025987,0.00279789,0.999658,-0.10784,-0.0650165,0.99204,0,0
22968080850,2.614457,0,0,0,0,0.7071068,0,0.7071068,0.025987,0.00279789,0.999658,-0.10784,-0.0650165,0.99204,0,0
22968080850,2.614511,0,0,0,0,0.7071068,0,0.7071068,0.025987,0.00279789,0.999658,-0.10784,-0.0650165,0.99204,0,0
22968095858,2.630696,0,0,0,0,0.7071068,0,0.7071068,0.0307234,0.00388819,0.99952,-0.112085,-0.0677816,0.991384,0,0
22968095858,2.630884,0,0,0,0,0.7071068,0,0.7071068,0.0307234,0.00388819,0.99952,-0.112085,-0.0677816,0.991384,0,0
22968115865,2.647892,0,0,0,0,0.7071068,0,0.7071068,0.0352845,0.00591773,0.99936,-0.112133,-0.0669824,0.991433,0,0
22968115865,2.648056,0,0,0,0,0.7071068,0,0.7071068,0.0352845,0.00591773,0.99936,-0.112133,-0.0669824,0.991433,0,0
22968145877,2.677769,0,0,0,0,0.7071068,0,0.7071068,0.0356676,0.000183875,0.999364,-0.110858,-0.0675859,0.991536,0,0
22968145877,2.677917,0,0,0,0,0.7071068,0,0.7071068,0.0356676,0.000183875,0.999364,-0.110858,-0.0675859,0.991536,0,0
22968145877,2.677975,0,0,0,0,0.7071068,0,0.7071068,0.0356676,0.000183875,0.999364,-0.110858,-0.0675859,0.991536,0,0
22968160890,2.694305,0,0,0,0,0.7071068,0,0.7071068,0.0362159,-0.000514553,0.999344,-0.111375,-0.0677699,0.991465,0,0
22968160890,2.694453,0,0,0,0,0.7071068,0,0.7071068,0.0362159,-0.000514553,0.999344,-0.111375,-0.0677699,0.991465,0,0
22968175869,2.710935,0,0,0,0,0.7071068,0,0.7071068,0.0389039,0.00260141,0.99924,-0.110319,-0.0735456,0.991171,0,0
22968195881,2.727863,0,0,0,0,0.7071068,0,0.7071068,0.0237362,0.00235225,0.999715,-0.111281,-0.0745593,0.990988,0,0
22968195881,2.728078,0,0,0,0,0.7071068,0,0.7071068,0.0237362,0.00235225,0.999715,-0.111281,-0.0745593,0.990988,0,0
22968210877,2.744387,0,0,0,0,0.7071068,0,0.7071068,0.0289942,0.00365219,0.999573,-0.110848,-0.0665517,0.991607,0,0
22968210877,2.744531,0,0,0,0,0.7071068,0,0.7071068,0.0289942,0.00365219,0.999573,-0.110848,-0.0665517,0.991607,0,0
22968225892,2.760847,0,0,0,0,0.7071068,0,0.7071068,0.0249444,0.00596369,0.999671,-0.11128,-0.065983,0.991596,0,0
22968245888,2.777873,0,0,0,0,0.7071068,0,0.7071068,0.0340415,-0.000734338,0.99942,-0.107732,-0.0709345,0.991646,0,0
22968245888,2.778133,0,0,0,0,0.7071068,0,0.7071068,0.0340415,-0.000734338,0.99942,-0.107732,-0.0709345,0.991646,0,0
22968260898,2.794811,0,0,0,0,0.7071068,0,0.7071068,0.0354073,0.00358438,0.999367,-0.111793,-0.071276,0.991172,0,0
22968260898,2.794988,0,0,0,0,0.7071068,0,0.7071068,0.0354073,0.00358438,0.999367,-0.111793,-0.071276,0.991172,0,0
22968275895,2.811893,0,0,0,0,0.7071068,0,0.7071068,0.0274799,0.00203371,0.99962,-0.115608,-0.0728208,0.990622,0,0
22968295906,2.828771,0,0,0,0,0.7071068,0,0.7071068,0.0265864,-0.000466097,0.999646,-0.116663,-0.0699022,0.990709,0,0
22968295906,2.82891,0,0,0,0,0.7071068,0,0.7071068,0.0265864,-0.000466097,0.999646,-0.116663,-0.0699022,0.990709,0,0
22968310898,2.845775,0,0,0,0,0.7071068,0,0.7071068,0.0277823,0.00365764,0.999607,-0.113777,-0.0720321,0.990892,0,0
22968310898,2.846131,0,0,0,0,0.7071068,0,0.7071068,0.0277823,0.00365764,0.999607,-0.113777,-0.0720321,0.990892,0,0
22971826696,6.358661,0,0,0,0,0.7071068,0,0.7071068,0.196847,0.193994,0.96105,0.139011,0.153909,0.978258,0,0
22971841694,6.375518,0,0,0,0,0.7071068,0,0.7071068,0.190759,0.188482,0.963372,0.148334,0.165911,0.974921,0,0
