SMI_timestamp,Unity_timestamp,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,head_rot_w,gaze_l_x,gaze_l_y,gaze_l_z,gaze_r_x,gaze_r_y,gaze_r_z,session_idx,stimulus_deg
0,1.482737,0.2401074,0.6692352,0.2424313,-0.06210472,0.6764658,0.06069368,0.7313367,0,0,0,0,0,0,0,0
0,1.510989,0.2401074,0.6692352,0.2424313,-0.06210472,0.6764658,0.06069368,0.7313367,0,0,0,0,0,0,0,0
0,1.520355,0.2401074,0.6692352,0.2424313,-0.06210472,0.6764658,0.06069368,0.7313367,0,0,0,0,0,0,0,0
0,1.520425,0.2401074,0.6692352,0.2424313,-0.06210472,0.6764658,0.06069368,0.7313367,0,0,0,0,0,0,0,0
0,2.044899,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.045209,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.045416,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.045695,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.04599,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.047063,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.047285,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.047492,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.047762,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.047983,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.048183,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.048434,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.048658,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.048912,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.049089,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.049314,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.082015,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.082083,0.2400963,0.669237,0.2424377,-0.06210494,0.6764561,0.06069509,0.7313455,0,0,0,0,0,0,0,0
0,2.109621,0.2400612,0.6691473,0.2421266,-0.06201523,0.676428,0.06062073,0.7313853,0,0,0,0,0,0,0,0
0,2.109866,0.2400612,0.6691473,0.2421266,-0.06201523,0.676428,0.06062073,0.7313853,0,0,0,0,0,0,0,0
0,2.110043,0.2400612,0.6691473,0.2421266,-0.06201523,0.676428,0.06062073,0.7313853,0,0,0,0,0,0,0,0
0,2.110201,0.2400612,0.6691473,0.2421266,-0.06201523,0.676428,0.06062073,0.7313853,0,0,0,0,0,0,0,0
0,2.110253,0.2400612,0.6691473,0.2421266,-0.06201523,0.676428,0.06062073,0.7313853,0,0,0,0,0,0,0,0
0,2.11736,0.2401576,0.6692069,0.2422117,-0.06215157,0.6765424,0.0606097,0.7312689,0,0,0,0,0,0,0,0
0,2.117519,0.2401576,0.6692069,0.2422117,-0.06215157,0.6765424,0.0606097,0.7312689,0,0,0,0,0,0,0,0
0,2.117578,0.2401576,0.6692069,0.2422117,-0.06215157,0.6765424,0.0606097,0.7312689,0,0,0,0,0,0,0,0
0,2.128398,0.240039,0.6691307,0.2422931,-0.06213538,0.6765211,0.06069905,0.7312825,0,0,0,0,0,0,0,0
